content	x	y	w	h	
ALABANZA	380	327	208	43	
DEL	626	331	79	40	
SALVADOR	735	332	208	43	
.	951	335	10	40	
11	1116	336	49	30	
2	348	417	10	40	
.	364	418	10	40	
El	401	419	44	40	
es	465	420	29	40	
nuestro	512	421	131	42	
dulce	668	424	88	42	
amigo	783	427	106	42	
,	893	429	10	40	
Y	408	462	10	40	
nuestro	449	463	126	43	
padre	603	466	95	42	
amoroso	721	469	141	43	
;	875	473	10	40	
Nuestra	395	506	137	37	
alegría	557	509	116	36	
y	708	511	8	35	
consuelo	750	512	141	37	
,	899	514	8	35	
Nuestra	397	544	137	42	
vida	560	547	72	42	
y	660	550	10	40	
nuestro	703	551	120	43	
apoyo	851	555	101	42	
.	955	557	10	40	
3	349	611	12	46	
.	363	612	12	46	
Las	396	612	65	47	
cadenas	484	614	137	47	
del	643	616	58	47	
pecado	724	617	113	48	
Caen	395	657	74	39	
á	502	659	9	38	
tierra	544	660	93	39	
destrozadas	660	662	205	41	
,	868	665	9	38	
Cuando	395	698	126	37	
á	550	701	8	35	
Jesus	593	701	94	37	
inyocamos	711	703	184	38	
En	397	742	39	35	
sus	469	743	49	35	
méritos	532	744	141	36	
fiados	702	745	93	36	
.	797	746	9	35	
4	344	807	12	44	
.	362	807	12	44	
El	398	808	48	44	
muerto	453	808	128	46	
vuelve	607	810	116	45	
a	749	811	12	44	
la	791	812	24	44	
vida	847	812	70	45	
Con	391	854	59	36	
este	484	856	58	35	
nombre	562	857	135	37	
sagrado	720	859	133	37	
;	867	862	8	35	
Nombre	391	891	139	42	
sublime	555	894	142	42	
y	720	896	10	40	
excélso	764	897	118	42	
,	888	899	10	40	
Que	388	935	69	41	
pone	482	936	82	41	
en	589	937	30	41	
fuga	647	938	72	41	
al	743	939	38	40	
pecado	801	940	115	41	
.	922	941	11	40	
HIMNO	438	1064	168	51	
12	643	1068	33	47	
.	687	1069	12	47	
-	711	1069	12	47	
4	744	1070	12	47	
DE	785	1070	42	48	
8	855	1072	12	47	
.	869	1072	12	47	
1	350	1149	10	41	
.	367	1150	10	41	
;	396	1150	10	41	
O	434	1151	10	41	
CRIADOR	480	1152	158	43	
de	666	1155	37	41	
los	727	1156	46	42	
cielos	798	1157	99	43	
,	896	1159	10	41	
Luz	402	1193	63	41	
perpétua	490	1194	153	42	
de	664	1196	45	41	
los	730	1197	46	41	
fieles	800	1198	85	41	
,	885	1199	11	40	
Jesus	404	1233	88	41	
Redentor	520	1235	161	42	
!	693	1237	10	40	
escucha	728	1237	136	42	
Nuestras	394	1277	161	42	
súplicas	572	1279	147	42	
fervientes	743	1281	167	42	
.	914	1283	11	40	
2	344	1345	10	40	
.	360	1346	10	40	
Tú	397	1346	44	41	
,	442	1347	10	40	
que	477	1347	62	41	
por	563	1349	56	41	
salvar	642	1350	102	42	
al	773	1352	28	40	
hombre	823	1353	136	42	
De	395	1387	49	41	
los	470	1389	45	40	
lazos	540	1390	82	41	
del	642	1392	56	40	
infierno	724	1393	132	42	
,	859	1395	10	40	
Con	394	1431	54	35	
tu	484	1433	25	35	
Cruz	542	1434	77	36	
,	621	1436	8	35	
diste	653	1437	79	36	
amoroso	759	1439	138	38	
Al	390	1468	54	43	
mal	453	1470	71	43	
del	548	1471	53	43	
mundo	616	1473	125	44	
remedio	770	1475	135	45	
.	913	1478	10	42	
3	342	1535	12	46	
.	356	1535	12	46	
Y	398	1536	12	46	
el	451	1538	24	46	
comun	501	1539	110	49	
yerro	635	1543	89	48	
espiando	754	1546	151	50	
,	911	1550	12	46	
Víctima	393	1581	145	46	
pura	560	1585	74	44	
,	640	1588	10	42	
subiste	673	1589	120	45	
Al	388	1623	50	41	
suplicio	454	1625	135	42	
ignominioso	620	1628	207	44	
,	832	1633	10	40	
Desde	389	1664	104	47	
el	515	1666	33	46	
claustro	573	1667	130	48	
de	730	1670	41	47	
una	791	1671	64	47	
vírjen	882	1673	94	48	
.	981	1675	12	46	
4	334	1735	12	46	
.	353	1736	12	46	
A	391	1736	12	46	
tu	439	1737	24	46	
gloria	498	1738	97	48	
,	602	1740	12	46	
y	635	1740	12	46	
á	678	1741	12	46	
tu	721	1742	24	46	
nombre	774	1743	133	48	
,	908	1745	12	46	
Se	385	1781	35	39	
prosternan	448	1782	181	41	
confundidos	663	1786	212	41	
Los	383	1820	61	41	
habitantes	472	1821	177	44	
del	671	1826	56	40	
cielo	752	1827	71	42	
;	839	1829	10	40	
Cuantos	388	1861	132	42	
cubre	549	1864	90	41	
el	667	1866	29	40	
hondo	718	1867	109	41	
abismo	852	1869	121	42	
.	976	1871	10	40	
5	331	1929	11	44	
.	353	1930	11	44	
A	389	1931	11	44	
tí	440	1932	23	44	
,	461	1932	11	44	
Juez	499	1933	78	45	
del	598	1935	55	45	
postrer	674	1937	123	46	
dia	825	1940	49	45	
,	880	1941	11	44	
Reverentes	383	1974	194	45	
suplicamos	599	1977	199	45	
